"Date","Approve","Disapprove"
2019-08-13,42.4,54.1
2019-08-14,43.4285714285714,53.2857142857143
2019-08-15,46.4,51
2019-08-16,43.8,54.6
2019-08-18,43,55
2019-08-19,45,53.5
2019-08-20,43.3529411764706,53.2941176470588
2019-08-21,42.75,53.0833333333333
2019-08-22,42.8333333333333,54.3333333333333
2019-08-23,44.8571428571429,52
2019-08-24,44,51.5
2019-08-25,43,53
2019-08-26,46.5,53
2019-08-27,42.3888888888889,53.9
2019-08-28,42.9,53.35
2019-08-29,46.5,52.5
2019-08-30,44.4,53.4
2019-09-02,45,54
2019-09-03,44.9411764705882,52
2019-09-04,44,52.875
2019-09-05,45.25,52.5
2019-09-06,43.5714285714286,53.7142857142857
2019-09-07,43.5,52
2019-09-08,42.5,53.75
2019-09-09,46.5,53
2019-09-10,42.2666666666667,53.6666666666667
2019-09-11,44,52.75
2019-09-12,44.75,52.125
2019-09-13,44.5714285714286,53.8571428571429
2019-09-15,42.6666666666667,53.3333333333333
2019-09-16,44.5454545454545,53.1818181818182
2019-09-17,48,51.5
2019-09-18,43.7777777777778,52.5555555555556
2019-09-19,45.25,53
2019-09-20,45.4,52.8
2019-09-21,42,54.5
2019-09-22,43.75,53.5
2019-09-23,41.5882352941176,55.4705882352941
2019-09-24,44.85,51.47
2019-09-25,43.3636363636364,52.2727272727273
2019-09-26,43.25,53.5833333333333
2019-09-27,45.2,52.6
2019-09-30,41.5555555555556,54.3333333333333
2019-10-01,43.2,52.4
2019-10-02,42.6470588235294,53.8235294117647
2019-10-03,43,54.2
2019-10-04,44.125,52.875
2019-10-07,46,53
2019-10-08,43.3,53.3
2019-10-09,44.7142857142857,52.8571428571429
2019-10-10,43.9,52.7
2019-10-11,46.3333333333333,52.6666666666667
2019-10-12,41,53.2
2019-10-13,44.5,51
2019-10-14,43,54.8
2019-10-15,42.0076923076923,53.9769230769231
2019-10-16,43,53.25
2019-10-17,42.5,53.6666666666667
2019-10-18,44,53
2019-10-20,42,52.5
2019-10-21,41.3333333333333,56.5555555555556
2019-10-22,42.44,53.74
2019-10-23,41.1666666666667,54.3333333333333
2019-10-24,42.5,54.5
2019-10-25,43.8571428571429,53
2019-10-26,42.5,52
2019-10-27,42.5,51.5
2019-10-28,42.5,54.5
2019-10-29,42.7272727272727,52.2727272727273
2019-10-30,43.1142857142857,53.9714285714286
2019-10-31,42,54.4
2019-11-01,42.4285714285714,54.4285714285714
2019-11-02,42,52.5
2019-11-03,42.75,54.75
2019-11-04,44,55
2019-11-05,42.2142857142857,53.7857142857143
2019-11-06,42.4,53
2019-11-07,44.4,51.6
2019-11-08,49,50
2019-11-10,44,54
2019-11-11,47,52.5
2019-11-12,41.6,55.2
2019-11-13,41.6666666666667,53.8888888888889
2019-11-14,44.5666666666667,54.1
2019-11-15,42.7142857142857,53.1428571428571
2019-11-18,43.375,52.75
2019-11-19,43.8333333333333,51.5
2019-11-20,41.75,54.375
2019-11-21,42.6625,53.3125
2019-11-22,43.1428571428571,52.5714285714286
2019-11-25,42.1666666666667,53
2019-11-26,41.6666666666667,54.3333333333333
2019-11-27,42.5,52.8333333333333
2019-11-29,44,52
2019-12-02,42.3333333333333,52.9333333333333
2019-12-03,43.8,53.3333333333333
2019-12-04,43.1,52.6
2019-12-05,44.3333333333333,52.6666666666667
2019-12-06,43.4,52.4
2019-12-09,43.2727272727273,52.2727272727273
2019-12-10,43.6666666666667,53.6666666666667
2019-12-11,43.0833333333333,51.9166666666667
2019-12-12,44.25,52
2019-12-13,44,52.5
2019-12-14,41.5,52.5
2019-12-15,46.55,51.25
2019-12-16,42.1176470588235,53.1176470588235
2019-12-17,44.575,52.15
2019-12-18,43.2,52.2
2019-12-19,49,49
2019-12-20,43.6666666666667,54.6666666666667
2019-12-23,42.8076923076923,53.2307692307692
2019-12-24,48,51
2019-12-25,41.5,53
2019-12-26,44,54
2019-12-27,46,53
2019-12-29,50,48
2019-12-30,42.6470588235294,52.8235294117647
2019-12-31,44,52.6666666666667
2020-01-01,42.5,52
2020-01-02,40.5,54.5
2020-01-03,46.3333333333333,52
2020-01-06,43.25,52.75
2020-01-07,42.5,53.5
2020-01-08,42.2222222222222,53.2222222222222
2020-01-09,43.6666666666667,52.6666666666667
2020-01-10,43.75,52.25
2020-01-13,42.5,52.6
2020-01-14,44.3333333333333,52.3333333333333
2020-01-15,42.7,52.6
2020-01-16,44,52
2020-01-17,42.8,53.4
2020-01-20,45,52
2020-01-21,42.3333333333333,54.4444444444444
2020-01-22,43.0555555555556,53.3333333333333
2020-01-23,45.88,49.92
2020-01-24,44,52
2020-01-26,44.3333333333333,52.6666666666667
2020-01-27,43,52
2020-01-28,43.6,53.2
2020-01-29,43,53
2020-01-30,42.6363636363636,53.6363636363636
2020-01-31,45.3333333333333,51.1666666666667
2020-02-01,43,54
2020-02-02,46,51
2020-02-03,44.675,53.225
2020-02-04,44.2,52.2
2020-02-05,43.1666666666667,52.8333333333333
2020-02-06,47.25,50.25
2020-02-07,46.6666666666667,51
2020-02-10,43.1923076923077,51.9615384615385
2020-02-11,43,52.6
2020-02-12,43.25,52.125
2020-02-13,45,53
2020-02-14,49,49
2020-02-16,46,52
2020-02-17,44.3846153846154,51.2307692307692
2020-02-18,47.2,49.66
2020-02-19,44,51.25
2020-02-20,44,52.5
2020-02-21,41.625,55.625
2020-02-24,44.25,53
2020-02-25,44.25,51.5
2020-02-26,43.5,52.875
2020-02-27,45.525,51.725
2020-02-28,47,52
2020-02-29,42.3333333333333,52.5833333333333
2020-03-02,43.6666666666667,53.5
2020-03-03,45,52
2020-03-04,43.6666666666667,51.5
2020-03-05,43.45625,52.48125
2020-03-06,43.6,53.2
2020-03-09,43.8181818181818,52.7272727272727
2020-03-10,44.75,53.25
2020-03-11,43.2142857142857,52.8571428571429
2020-03-12,43.3333333333333,52
2020-03-13,43.75,52.25
2020-03-15,46,51
2020-03-16,43.7,52.6
2020-03-17,43.8888888888889,51.8888888888889
2020-03-18,44.6666666666667,53
2020-03-19,48.5,50.1833333333333
2020-03-20,43.3111111111111,53
2020-03-23,45.6363636363636,49.8181818181818
2020-03-24,46.8888888888889,50.3333333333333
2020-03-25,45.8571428571429,51.1428571428571
2020-03-26,45.6666666666667,51.3333333333333
2020-03-27,46.4285714285714,50.7142857142857
2020-03-28,46,52
2020-03-29,43.5,52.5
2020-03-30,44.25,52.25
2020-03-31,45.375,51.5
2020-04-01,46.1666666666667,50.1666666666667
2020-04-02,44.875,52.125
2020-04-03,46.3333333333333,51
2020-04-04,45,52
2020-04-05,45,51.5
2020-04-06,44.8888888888889,50.8888888888889
2020-04-07,45.3333333333333,52.3333333333333
2020-04-08,44.3333333333333,51.3333333333333
2020-04-09,44.1818181818182,52.3636363636364
